151	d	0.7931075096130371
152	c	0.8019886016845703
153	d	0.5453178882598877
154	c	0.42504358291625977
155	c	0.4866323471069336
156	d	0.5490047931671143
157	d	0.4989328384399414
158	c	0.5302650928497314
159	c	0.5895392894744873
160	c	0.5021538734436035
161	e	0.4663200378417969
162	c	0.7029240131378174
163	e	0.47848081588745117
164	d	0.4827554225921631
165	c	0.4587080478668213
166	d	0.538102388381958
167	d	0.8666782379150391
168	d	0.4953269958496094
169	c	0.5081543922424316
170	e	0.4423379898071289
171	d	0.5979287624359131
172	c	0.4543135166168213
173	d	0.4664287567138672
174	a	0.5348584651947021
175	c	0.4948253631591797
176	d	0.5032217502593994
177	a	0.5938663482666016
178	c	0.5720696449279785
179	d	0.4092881679534912
180	d	0.48633599281311035
181	d	0.5661227703094482
182	d	0.4551677703857422
183	a	0.5110554695129395
184	e	0.4939277172088623
185	e	0.4732635021209717
186	c	0.43410348892211914
187	c	0.48878026008605957
188	e	0.5912749767303467
189	c	0.5023915767669678
190	d	0.5860064029693604
191	e	0.49714231491088867
192	c	0.44867730140686035
193	c	0.45632171630859375
194	d	0.5445101261138916
195	b	0.469402551651001
196	d	0.4530203342437744
197	c	0.7757411003112793
198	e	0.4205343723297119
199	c	0.5738914012908936
200	c	0.453016996383667
201	d	0.5311267375946045
202	c	0.49980926513671875
203	c	0.4530181884765625
204	c	0.5010471343994141
205	b	0.5311651229858398
206	d	0.4841890335083008
207	d	0.4686417579650879
208	c	0.48425769805908203
209	d	0.5936086177825928
210	a	0.43114209175109863
211	a	0.35928869247436523
212	e	0.5474090576171875
213	d	0.4843158721923828
214	c	0.5218849182128906
215	c	0.49959826469421387
216	c	0.48426198959350586
217	d	0.492534875869751
218	e	0.561070442199707
219	c	0.4947988986968994
220	c	0.45409536361694336
221	d	0.4867374897003174
222	d	0.5535211563110352
223	d	0.48500585556030273
224	c	0.5493762493133545
225	c	0.5668003559112549
226	c	0.5344529151916504
227	c	0.7193379402160645
228	e	0.4425058364868164
229	c	0.4719228744506836
230	d	0.7975282669067383
231	c	0.53330397605896
232	c	0.48651671409606934
233	c	0.47197389602661133
234	e	0.4686410427093506
235	e	0.484189510345459
236	d	0.9060378074645996
237	c	0.45305967330932617
238	e	0.4842500686645508
239	d	0.48425817489624023
240	c	0.4686400890350342
241	d	0.7498202323913574
242	c	0.4373958110809326
243	e	0.44396352767944336
244	c	0.43739748001098633
245	b	0.8158760070800781
246	c	0.4166872501373291
247	c	0.47860217094421387
248	d	0.4845407009124756
249	c	0.8386023044586182
250	c	0.6598014831542969
251	b	0.4749934673309326
252	d	0.4425373077392578
253	c	0.65274977684021
254	e	0.33414340019226074
255	d	0.46736645698547363
256	d	0.46605420112609863
257	d	0.4822392463684082
258	d	0.4869396686553955
259	c	0.48426151275634766
260	b	0.6248540878295898
261	e	0.4530177116394043
262	d	0.4685673713684082
263	d	0.453019380569458
264	d	0.43743109703063965
265	b	0.4537632465362549
266	c	0.46675729751586914
267	e	0.47549009323120117
268	e	0.4733710289001465
269	e	0.6012425422668457
270	d	0.5010817050933838
271	b	0.41100144386291504
272	b	0.4553029537200928
273	c	0.4884908199310303
274	b	0.4515361785888672
275	e	0.48253512382507324
276	c	0.4491739273071289
277	d	0.48778271675109863
278	c	0.603492259979248
279	d	0.4998922348022461
280	c	0.5060720443725586
281	c	0.5759408473968506
282	d	0.5436806678771973
283	d	0.540569543838501
284	e	0.5177104473114014
285	e	0.49277591705322266
286	b	0.5198335647583008
287	c	0.5304954051971436
288	d	0.6339290142059326
289	d	0.42746567726135254
290	d	0.5070912837982178
291	e	0.4661979675292969
292	e	0.4335920810699463
293	c	0.5660603046417236
294	c	0.5175950527191162
295	e	0.417543888092041
296	d	0.4505753517150879
297	c	0.551581621170044
298	d	0.49420714378356934
299	b	0.5330605506896973
300	c	0.48394775390625
